Date,Price,Earnings,Real Price,Real Earnings,Real Scaled Earnings,CAPE,TR CAPE
1901.03,7.51,0.49," 1,493.39 ",20.41, 96.44 ,22.35,26.84
1901.04,8.14,0.49," 1,644.31 ",20.74, 98.32 ,24.41,29.29
1901.05,7.73,0.49," 1,566.68 ",20.81, 98.97 ,23.06,27.66
1901.06,8.50,0.49," 1,727.97 ",20.88, 99.61 ,25.24,30.24
1901.07,7.93,0.49," 1,597.16 ",20.69, 99.03 ,23.14,27.71
1901.08,8.04,0.49," 1,604.52 ",20.50, 98.45 ,23.08,27.61
1901.09,8.00,0.50," 1,582.24 ",20.32, 97.90 ,22.59,27.01
1901.1,7.91,0.50," 1,569.66 ",20.39, 98.57 ,22.25,26.59
1901.11,8.08,0.50," 1,589.28 ",20.21, 98.01 ,22.38,26.71
1901.12,7.95,0.50," 1,550.27 ",20.04, 97.50 ,21.68,25.87
1902.01,8.12,0.51," 1,607.78 ",20.72, 101.14 ,22.34,26.64
1902.02,8.19,0.52," 1,626.94 ",21.16, 103.64 ,22.46,26.76
1902.03,8.20,0.53," 1,634.27 ",21.60, 106.13 ,22.41,26.67
1902.04,8.48,0.54," 1,675.26 ",21.78, 107.33 ,22.82,27.14
1902.05,8.46,0.55," 1,656.92 ",21.95, 108.54 ,22.43,26.64
1902.06,8.41,0.57," 1,633.22 ",22.12, 109.72 ,21.96,26.06
1902.07,8.60,0.58," 1,675.39 ",22.54, 112.17 ,22.39,26.53
1902.08,8.83,0.59," 1,745.80 ",23.24, 116.00 ,23.17,27.42
1902.09,8.85,0.60," 1,734.74 ",23.39, 117.12 ,22.86,27.02
1902.1,8.57,0.61," 1,575.31 ",22.26, 111.82 ,20.60,24.33
1902.11,8.24,0.62," 1,570.93 ",23.42, 118.05 ,20.41,24.08
1902.12,8.05,0.63," 1,522.83 ",23.57, 119.18 ,19.63,23.15
1903.01,8.46,0.62," 1,587.98 ",23.00, 116.70 ,20.32,23.93
1903.02,8.41,0.61," 1,583.80 ",22.69, 115.50 ,20.11,23.67
1903.03,8.08,0.61," 1,578.96 ",23.15, 118.23 ,19.88,23.40
1903.04,7.75,0.60," 1,519.96 ",22.83, 117.03 ,18.98,22.33
1903.05,7.60,0.59," 1,530.87 ",23.03, 118.50 ,18.95,22.29
1903.06,7.18,0.58," 1,451.98 ",22.71, 117.29 ,17.82,20.96
1903.07,6.85,0.57," 1,391.00 ",22.38, 116.09 ,16.92,19.91
1903.08,6.63,0.56," 1,352.14 ",22.05, 114.88 ,16.30,19.19
1903.09,6.47,0.56," 1,310.13 ",21.48, 112.38 ,15.65,18.45
1903.1,6.26,0.55," 1,288.27 ",21.40, 112.51 ,15.25,18.00
1903.11,6.28,0.54," 1,313.63 ",21.32, 112.60 ,15.41,18.20
1903.12,6.57,0.53," 1,380.39 ",20.99, 111.36 ,16.04,18.97
1904.01,6.68,0.53," 1,377.17 ",20.38, 108.59 ,15.86,18.78
1904.02,6.50,0.52," 1,315.72 ",19.80, 105.93 ,15.02,17.80
1904.03,6.48,0.52," 1,332.37 ",19.89, 106.92 ,15.08,17.90
1904.04,6.64,0.52," 1,386.79 ",20.00, 107.92 ,15.57,18.49
1904.05,6.50,0.51," 1,395.44 ",20.33, 110.20 ,15.53,18.46
1904.06,6.51,0.51," 1,403.49 ",20.20, 109.95 ,15.47,18.42
1904.07,6.78,0.51," 1,467.57 ",20.07, 109.68 ,16.04,19.11
1904.08,7.01,0.50," 1,505.47 ",19.70, 108.09 ,16.30,19.45
1904.09,7.32,0.50," 1,559.64 ",19.35, 106.53 ,16.74,19.99
1904.1,7.75,0.50," 1,656.88 ",19.22, 106.19 ,17.63,21.07
1904.11,8.17,0.49," 1,712.88 ",18.66, 103.42 ,18.08,21.61
1904.12,8.25,0.49," 1,735.07 ",18.54, 103.05 ,18.16,21.72
1905.01,8.43,0.51," 1,778.39 ",19.10, 106.53 ,18.46,22.09
1905.02,8.80,0.52," 1,861.95 ",19.67, 110.02 ,19.17,22.94
1905.03,9.05,0.54," 1,942.21 ",20.47, 114.82 ,19.83,23.74
1905.04,8.94,0.55," 1,924.27 ",21.04, 118.38 ,19.48,23.33
1905.05,8.50,0.57," 1,856.37 ",21.86, 123.39 ,18.63,22.31
1905.06,8.60,0.58," 1,884.04 ",22.45, 127.06 ,18.74,22.45
1905.07,8.87,0.60," 1,949.06 ",23.03, 130.74 ,19.21,23.01
1905.08,9.20,0.61," 2,004.45 ",23.34, 132.90 ,19.57,23.45
1905.09,9.23,0.63," 2,040.07 ",24.19, 138.14 ,19.74,23.65
1905.1,9.36,0.64," 2,074.82 ",24.77, 141.87 ,19.90,23.83
1905.11,9.31,0.66," 2,046.28 ",25.06, 143.96 ,19.44,23.28
1905.12,9.54,0.67," 2,079.26 ",25.35, 146.03 ,19.58,23.43
1906.01,9.87,0.68," 2,157.29 ",25.63, 148.08 ,20.13,24.08
1906.02,9.80,0.69," 2,148.21 ",25.91, 150.16 ,19.87,23.75
1906.03,9.56,0.69," 2,101.95 ",26.20, 152.26 ,19.26,23.02
1906.04,9.43,0.70," 2,079.84 ",26.48, 154.39 ,18.88,22.56
1906.05,9.18,0.71," 2,008.73 ",26.47, 154.81 ,18.05,21.57
1906.06,9.30,0.72," 2,041.64 ",26.75, 156.96 ,18.17,21.72
1906.07,9.06,0.72," 2,064.55 ",27.96, 164.64 ,18.20,21.75
1906.08,9.73,0.73," 2,174.40 ",27.62, 163.14 ,18.97,22.67
1906.09,10.03,0.74," 2,223.58 ",27.59, 163.50 ,19.20,22.94
1906.1,9.73,0.75," 2,117.19 ",27.26, 162.11 ,18.10,21.62
1906.11,9.93,0.75," 2,144.56 ",27.24, 162.52 ,18.14,21.68
1906.12,9.84,0.76," 2,109.63 ",27.22, 162.94 ,17.66,21.11
1907.01,9.56,0.75," 2,078.93 ",27.21, 163.47 ,17.22,20.60
1907.02,9.26,0.74," 1,978.50 ",26.34, 158.81 ,16.22,19.41
1907.03,8.35,0.74," 1,810.43 ",26.33, 159.36 ,14.69,17.60
1907.04,8.39,0.73," 1,826.57 ",26.03, 158.21 ,14.67,17.59
1907.05,8.10,0.72," 1,734.09 ",25.19, 153.78 ,13.79,16.56
1907.06,7.84,0.71," 1,668.55 ",24.64, 151.11 ,13.14,15.81
1907.07,8.14,0.70," 1,739.91 ",24.36, 149.99 ,13.59,16.36
1907.08,7.53,0.69," 1,617.12 ",24.06, 148.89 ,12.51,15.09
1907.09,7.45,0.69," 1,607.64 ",23.78, 147.82 ,12.33,14.90
1907.1,6.64,0.68," 1,425.94 ",23.25, 145.32 ,10.83,13.12
1907.11,6.25,0.67," 1,407.45 ",23.94, 150.50 ,10.59,12.86
1907.12,6.57,0.66," 1,520.10 ",24.15, 152.70 ,11.33,13.80
1908.01,6.85,0.65," 1,610.82 ",24.17, 153.63 ,11.90,14.52
1908.02,6.60,0.65," 1,577.86 ",24.19, 154.61 ,11.55,14.13
1908.03,6.87,0.64," 1,650.98 ",23.94, 153.80 ,11.98,14.68
1908.04,7.24,0.63," 1,729.22 ",23.43, 151.26 ,12.45,15.28
1908.05,7.63,0.63," 1,830.79 ",23.19, 150.37 ,13.08,16.07
1908.06,7.64,0.62," 1,841.59 ",22.94, 149.45 ,13.05,16.06
1908.07,7.92,0.61," 1,896.61 ",22.44, 146.87 ,13.35,16.44
1908.08,8.26,0.61," 1,986.28 ",22.20, 145.89 ,13.88,17.12
1908.09,8.17,0.60," 1,972.85 ",21.96, 144.89 ,13.70,16.92
1908.1,8.27,0.59," 1,983.64 ",21.48, 142.31 ,13.69,16.92
1908.11,8.83,0.59," 2,103.40 ",21.01, 139.76 ,14.44,17.85
1908.12,9.03,0.58," 2,136.25 ",20.56, 137.21 ,14.58,18.04
1909.01,9.06,0.60," 2,174.19 ",21.31, 142.79 ,14.76,18.28
1909.02,8.80,0.61," 2,097.61 ",21.62, 145.40 ,14.17,17.55
1909.03,8.92,0.63," 2,134.35 ",22.15, 149.55 ,14.34,17.77
1909.04,9.32,0.64," 2,192.17 ",22.21, 150.53 ,14.65,18.16
1909.05,9.63,0.66," 2,250.05 ",22.50, 153.04 ,14.95,18.55
1909.06,9.80,0.67," 2,274.73 ",22.79, 155.52 ,15.04,18.66
1909.07,9.94,0.69," 2,315.41 ",23.30, 159.56 ,15.23,18.90
1909.08,10.18,0.70," 2,355.80 ",23.57, 161.99 ,15.42,19.13
1909.09,10.19,0.72," 2,342.99 ",23.83, 164.40 ,15.25,18.93
1909.1,10.23,0.73," 2,314.65 ",23.86, 165.17 ,14.99,18.60
1909.11,10.18,0.75," 2,289.34 ",24.12, 167.54 ,14.75,18.29
1909.12,10.30,0.76," 2,302.43 ",24.37, 169.89 ,14.75,18.30
1910.01,10.08,0.76," 2,283.24 ",24.52, 171.58 ,14.55,18.05
1910.02,9.72,0.76," 2,210.10 ",24.44, 171.67 ,14.00,17.37
1910.03,9.96,0.75," 2,230.27 ",23.90, 168.50 ,14.05,17.44
1910.04,9.72,0.75," 2,164.50 ",23.60, 167.01 ,13.56,16.83
1910.05,9.56,0.75," 2,177.96 ",23.97, 170.30 ,13.57,16.85
1910.06,9.10,0.75," 2,101.83 ",24.12, 172.07 ,13.02,16.18
1910.07,8.64,0.74," 2,004.39 ",24.04, 172.25 ,12.34,15.35
1910.08,8.85,0.74," 2,082.02 ",24.19, 174.09 ,12.75,15.86
1910.09,8.91,0.74," 2,125.85 ",24.34, 175.96 ,12.94,16.11
1910.1,9.32,0.74," 2,300.57 ",25.00, 181.43 ,13.92,17.34
1910.11,9.31,0.73," 2,355.31 ",25.42, 185.31 ,14.16,17.65
1910.12,9.05,0.73," 2,299.45 ",25.34, 185.48 ,13.74,17.14
1911.01,9.27,0.72," 2,365.30 ",24.93, 183.28 ,14.05,17.53
1911.02,9.43,0.71," 2,493.22 ",25.31, 186.85 ,14.72,18.37
1911.03,9.32,0.70," 2,448.44 ",24.63, 182.58 ,14.37,17.94
1911.04,9.28,0.68," 2,528.05 ",25.01, 186.14 ,14.75,18.43
1911.05,9.48,0.67," 2,593.20 ",24.58, 183.74 ,15.05,18.81
1911.06,9.67,0.66," 2,655.89 ",24.15, 181.27 ,15.33,19.16
1911.07,9.63,0.65," 2,627.12 ",23.47, 176.86 ,15.08,18.86
1911.08,9.17,0.64," 2,433.79 ",22.33, 168.99 ,13.90,17.39
1911.09,8.67,0.63," 2,287.67 ",21.69, 164.91 ,13.00,16.28
1911.1,8.72,0.61," 2,311.19 ",21.29, 162.55 ,13.07,16.38
1911.11,9.07,0.60," 2,439.47 ",21.10, 161.83 ,13.73,17.23
1911.12,9.11,0.59," 2,486.67 ",20.91, 161.05 ,13.93,17.49
1912.01,9.12,0.60," 2,474.06 ",21.01, 162.55 ,13.79,17.34
1912.02,9.04,0.61," 2,437.65 ",21.11, 164.03 ,13.53,17.02
1912.03,9.30,0.62," 2,467.49 ",21.00, 163.84 ,13.64,17.17
1912.04,9.59,0.63," 2,479.76 ",20.69, 162.05 ,13.65,17.20
1912.05,9.58,0.64," 2,487.39 ",20.99, 165.08 ,13.65,17.20
1912.06,9.58,0.65," 2,522.40 ",21.50, 169.83 ,13.79,17.38
1912.07,9.59,0.65," 2,535.48 ",21.81, 172.96 ,13.80,17.41
1912.08,9.81,0.66," 2,578.61 ",21.89, 174.35 ,13.98,17.65
1912.09,9.86,0.67," 2,576.94 ",21.98, 175.76 ,13.93,17.58
1912.1,9.84,0.68," 2,582.13 ",22.28, 178.89 ,13.91,17.56
1912.11,9.73,0.69," 2,563.75 ",22.58, 182.02 ,13.75,17.37
1912.12,9.38,0.70," 2,506.40 ",23.11, 187.04 ,13.39,16.92
1913.01,9.30,0.69," 2,471.48 ",22.69, 184.48 ,13.15,16.62
1913.02,8.97,0.69," 2,394.41 ",22.50, 183.73 ,12.68,16.04
1913.03,8.80,0.68," 2,359.71 ",22.31, 183.01 ,12.44,15.75
1913.04,8.79,0.68," 2,367.75 ",22.12, 182.28 ,12.43,15.74
1913.05,8.55,0.67," 2,337.73 ",22.15, 183.41 ,12.22,15.49
1913.06,8.12,0.67," 2,208.34 ",21.74, 180.86 ,11.49,14.58
1913.07,8.23,0.66," 2,226.41 ",21.33, 178.33 ,11.53,14.65
1913.08,8.45,0.65," 2,296.75 ",21.14, 177.57 ,11.85,15.06
1913.09,8.53,0.65," 2,306.07 ",20.74, 175.05 ,11.84,15.07
1913.1,8.26,0.64," 2,243.89 ",20.56, 174.32 ,11.47,14.61
1913.11,8.05,0.64," 2,175.95 ",20.17, 171.86 ,11.07,14.12
1913.12,8.04,0.63," 2,205.90 ",20.18, 172.85 ,11.17,14.27
1914.01,8.37,0.62," 2,307.30 ",19.89, 171.13 ,11.64,14.88
1914.02,8.48,0.61," 2,372.14 ",19.79, 171.11 ,11.91,15.24
1914.03,8.32,0.60," 2,338.22 ",19.50, 169.32 ,11.69,14.97
1914.04,8.12,0.59," 2,316.18 ",19.39, 169.24 ,11.52,14.78
1914.05,8.17,0.58," 2,317.61 ",18.90, 165.72 ,11.48,14.74
1914.06,8.13,0.58," 2,316.90 ",18.61, 163.86 ,11.43,14.69
1914.07,7.68,0.57," 2,177.24 ",18.12, 160.40 ,10.69,13.77
1914.08,7.68,0.56," 2,144.74 ",17.48, 155.47 ,10.49,13.53
1914.09,7.68,0.55," 2,154.86 ",17.19, 153.62 ,10.50,13.56
1914.1,7.68,0.54," 2,186.35 ",17.07, 153.24 ,10.61,13.72
1914.11,7.68,0.53," 2,174.90 ",16.62, 149.86 ,10.52,13.62
1914.12,7.35,0.52," 2,112.06 ",16.49, 149.42 ,10.17,13.19
1915.01,7.48,0.55," 2,159.50 ",17.44, 158.79 ,10.36,13.46
1915.02,7.38,0.58," 2,162.18 ",18.58, 169.93 ,10.33,13.44
1915.03,7.57,0.61," 2,250.67 ",19.74, 181.36 ,10.71,13.94
1915.04,8.14,0.64," 2,406.32 ",20.50, 189.19 ,11.40,14.86
1915.05,7.95,0.67," 2,337.23 ",21.25, 196.97 ,11.03,14.38
1915.06,8.04,0.70," 2,374.10 ",22.20, 206.70 ,11.15,14.55
1915.07,8.01,0.73," 2,375.72 ",23.15, 216.51 ,11.11,14.50
1915.08,8.35,0.76," 2,487.11 ",24.10, 226.37 ,11.58,15.11
1915.09,8.66,0.79," 2,590.05 ",25.06, 236.28 ,12.01,15.66
1915.1,9.14,0.82," 2,717.38 ",25.75, 243.79 ,12.55,16.35
1915.11,9.46,0.85," 2,795.75 ",26.44, 251.20 ,12.86,16.74
1915.12,9.48,0.88," 2,812.25 ",27.37, 261.05 ,12.88,16.75
1916.01,9.33,0.93," 2,751.93 ",28.77, 275.55 ,12.54,16.30
1916.02,9.20,0.99," 2,724.69 ",30.44, 292.70 ,12.35,16.03
1916.03,9.17,1.04," 2,701.24 ",31.79, 306.95 ,12.18,15.79
1916.04,9.07,1.10," 2,658.09 ",33.15, 321.49 ,11.91,15.42
1916.05,9.27,1.15," 2,703.03 ",34.46, 335.62 ,12.03,15.55
1916.06,9.36,1.21," 2,715.92 ",35.74, 349.65 ,12.00,15.49
1916.07,9.23,1.26," 2,690.43 ",37.34, 366.98 ,11.79,15.21
1916.08,9.30,1.31," 2,698.40 ",38.59, 380.97 ,11.73,15.11
1916.09,9.68,1.37," 2,770.57 ",39.48, 391.54 ,11.94,15.36
1916.1,9.98,1.42," 2,818.49 ",40.31, 401.59 ,12.05,15.46
1916.11,10.21,1.48," 2,846.00 ",41.11, 411.43 ,12.05,15.44
1916.12,9.80,1.53," 2,721.06 ",42.25, 424.82 ,11.41,14.60
1917.01,9.57,1.51," 2,647.58 ",41.32, 417.47 ,10.99,14.04
1917.02,9.03,1.49," 2,448.81 ",39.72, 403.52 ,10.06,12.84
1917.03,9.31,1.47," 2,538.13 ",39.19, 400.21 ,10.33,13.17
1917.04,9.17,1.45," 2,393.97 ",36.79, 377.76 ,9.64,12.29
1917.05,8.86,1.43," 2,290.05 ",35.69, 368.58 ,9.14,11.65
1917.06,9.04,1.41," 2,313.89 ",34.62, 359.62 ,9.15,11.67
1917.07,8.79,1.38," 2,298.82 ",34.64, 361.95 ,9.00,11.49
1917.08,8.53,1.36," 2,210.38 ",33.59, 353.19 ,8.57,10.95
1917.09,8.12,1.34," 2,070.56 ",32.35, 342.46 ,7.95,10.17
1917.1,7.68,1.32," 1,943.34 ",31.37, 334.52 ,7.39,9.47
1917.11,7.04,1.30," 1,795.71 ",30.87, 331.85 ,6.75,8.69
1917.12,6.80,1.28," 1,723.63 ",29.93, 324.45 ,6.41,8.28
1918.01,7.21,1.26," 1,802.45 ",28.74, 313.99 ,6.64,8.60
1918.02,7.43,1.23," 1,858.13 ",27.99, 308.10 ,6.78,8.81
1918.03,7.28,1.21," 1,847.47 ",27.64, 306.56 ,6.69,8.70
1918.04,7.21,1.18," 1,817.49 ",26.69, 298.21 ,6.52,8.51
1918.05,7.44,1.16," 1,849.83 ",25.60, 288.17 ,6.58,8.61
1918.06,7.45,1.14," 1,839.99 ",24.73, 280.32 ,6.50,8.52
1918.07,7.51,1.11," 1,818.10 ",23.57, 268.96 ,6.37,8.38
1918.08,7.58,1.09," 1,811.37 ",22.61, 259.76 ,6.30,8.31
1918.09,7.54,1.06," 1,779.10 ",21.69, 250.82 ,6.15,8.12
1918.1,7.86,1.04," 1,831.21 ",20.78, 241.83 ,6.29,8.33
1918.11,8.06,1.01," 1,854.30 ",19.93, 233.28 ,6.33,8.40
1918.12,7.90,0.99," 1,806.26 ",19.22, 226.35 ,6.13,8.15
1919.01,7.85,0.99," 1,805.62 ",19.12, 226.57 ,6.10,8.12
1919.02,7.88,0.98," 1,857.09 ",19.38, 230.96 ,6.24,8.33
1919.03,8.12,0.98," 1,901.17 ",19.04, 228.28 ,6.36,8.50
1919.04,8.39,0.97," 1,939.77 ",18.61, 224.26 ,6.46,8.65
1919.05,8.97,0.97," 2,059.86 ",18.29, 221.60 ,6.83,9.16
1919.06,9.21,0.96," 2,125.49 ",18.20, 221.55 ,7.02,9.43
1919.07,9.51,0.96," 2,141.87 ",17.58, 215.09 ,7.05,9.48
1919.08,8.87,0.95," 1,973.89 ",17.19, 211.41 ,6.48,8.71
1919.09,9.01,0.95," 2,003.74 ",17.01, 210.16 ,6.56,8.83
1919.1,9.47,0.94," 2,080.92 ",16.64, 206.55 ,6.79,9.15
1919.11,9.19,0.94," 1,985.28 ",16.19, 201.98 ,6.47,8.72
1919.12,8.92,0.93," 1,895.51 ",15.76, 197.63 ,6.16,8.32
1920.01,8.83,0.92," 1,846.66 ",15.26, 192.24 ,5.99,8.09
1920.02,8.10,0.91," 1,685.70 ",14.92, 189.03 ,5.46,7.38
1920.03,8.67,0.90," 1,795.02 ",14.59, 185.82 ,5.80,7.86
1920.04,8.60,0.89," 1,736.66 ",13.99, 179.06 ,5.60,7.60
1920.05,8.06,0.88," 1,612.57 ",13.62, 175.22 ,5.19,7.05
1920.06,7.92,0.87," 1,570.36 ",13.26, 171.51 ,5.04,6.86
1920.07,7.91,0.85," 1,584.52 ",13.16, 171.11 ,5.08,6.93
1920.08,7.60,0.84," 1,568.76 ",13.31, 174.07 ,5.02,6.86
1920.09,7.87,0.83," 1,657.85 ",13.33, 175.37 ,5.30,7.25
1920.1,7.88,0.82," 1,677.35 ",13.23, 174.91 ,5.35,7.33
1920.11,7.48,0.81," 1,609.37 ",13.12, 174.45 ,5.13,7.04
1920.12,6.81,0.80," 1,504.76 ",13.21, 176.77 ,4.78,6.58
1921.01,7.11,0.76," 1,613.63 ",12.77, 171.92 ,5.12,7.06
1921.02,7.06,0.72," 1,664.33 ",12.45, 168.55 ,5.27,7.29
1921.03,6.88,0.67," 1,640.59 ",11.77, 160.36 ,5.19,7.19
1921.04,6.91,0.63," 1,675.86 ",11.15, 152.79 ,5.30,7.35
1921.05,7.12,0.59," 1,775.92 ",10.63, 146.54 ,5.61,7.80
1921.06,6.55,0.55," 1,653.17 ",9.92, 137.55 ,5.22,7.27
1921.07,6.53,0.50," 1,648.87 ",9.09, 126.88 ,5.20,7.26
1921.08,6.45,0.46," 1,638.70 ",8.33, 116.87 ,5.16,7.23
1921.09,6.61,0.42," 1,708.66 ",7.64, 107.92 ,5.38,7.55
1921.1,6.70,0.38," 1,742.01 ",6.86, 97.50 ,5.48,7.71
1921.11,7.06,0.33," 1,856.28 ",6.12, 87.42 ,5.84,8.24
1921.12,7.31,0.29," 1,943.25 ",5.37, 77.09 ,6.11,8.65
1922.01,7.30,0.32," 1,997.05 ",6.13, 88.44 ,6.29,8.92
1922.02,7.46,0.36," 2,051.50 ",6.76, 98.09 ,6.46,9.19
1922.03,7.74,0.39," 2,164.95 ",7.48, 109.09 ,6.82,9.72
1922.04,8.21,0.42," 2,307.53 ",8.12, 118.97 ,7.27,10.38
1922.05,8.53,0.46," 2,408.73 ",8.76, 128.96 ,7.59,10.85
1922.06,8.45,0.49," 2,397.55 ",9.40, 139.03 ,7.56,10.82
1922.07,8.51,0.52," 2,411.70 ",9.98, 148.30 ,7.60,10.89
1922.08,8.83,0.56," 2,544.32 ",10.74, 160.41 ,8.02,11.50
1922.09,9.06,0.59," 2,622.54 ",11.39, 170.78 ,8.27,11.86
1922.1,9.26,0.62," 2,676.42 ",11.96, 180.15 ,8.43,12.11
1922.11,8.80,0.66," 2,540.43 ",12.52, 189.58 ,8.00,11.49
1922.12,8.78,0.69," 2,531.86 ",13.08, 198.97 ,7.96,11.45
1923.01,8.90,0.71," 2,594.11 ",13.62, 208.17 ,8.15,11.73
1923.02,9.28,0.74," 2,717.34 ",14.08, 216.19 ,8.53,12.27
1923.03,9.43,0.76," 2,773.82 ",14.54, 224.29 ,8.70,12.51
1923.04,9.10,0.79," 2,673.51 ",14.91, 231.13 ,8.37,12.04
1923.05,8.67,0.81," 2,559.87 ",15.37, 239.39 ,8.00,11.51
1923.06,8.34,0.84," 2,460.67 ",15.73, 246.36 ,7.67,11.04
1923.07,8.06,0.86," 2,363.08 ",16.00, 251.91 ,7.35,10.57
1923.08,8.10,0.88," 2,401.55 ",16.55, 261.89 ,7.44,10.72
1923.09,8.15,0.91," 2,415.23 ",16.90, 268.93 ,7.46,10.75
1923.1,8.03,0.93," 2,378.84 ",17.25, 276.01 ,7.32,10.55
1923.11,8.27,0.96," 2,462.98 ",17.70, 284.66 ,7.55,10.88
1923.12,8.55,0.98," 2,559.53 ",18.15, 293.37 ,7.81,11.26
1924.01,8.83,0.98," 2,656.61 ",18.07, 293.58 ,8.07,11.63
1924.02,8.87,0.97," 2,697.61 ",18.10, 295.52 ,8.16,11.76
1924.03,8.70,0.97," 2,675.02 ",18.12, 297.48 ,8.06,11.61
1924.04,8.50,0.96," 2,642.73 ",18.15, 299.50 ,7.92,11.42
1924.05,8.47,0.96," 2,647.35 ",18.07, 299.80 ,7.90,11.38
1924.06,8.63,0.96," 2,711.42 ",18.00, 300.05 ,8.05,11.60
1924.07,9.03,0.95," 2,834.61 ",17.81, 298.47 ,8.38,12.07
1924.08,9.34,0.95," 2,963.46 ",17.84, 300.38 ,8.72,12.56
1924.09,9.25,0.94," 2,932.07 ",17.66, 298.75 ,8.58,12.36
1924.1,9.13,0.94," 2,891.56 ",17.48, 297.17 ,8.42,12.13
1924.11,9.64,0.93," 3,067.56 ",17.40, 297.27 ,8.89,12.80
1924.12,10.16,0.93," 3,228.84 ",17.22, 295.55 ,9.31,13.41
1925.01,10.58,0.96," 3,376.99 ",17.71, 305.37 ,9.69,13.95
1925.02,10.67,0.98," 3,440.45 ",18.31, 317.06 ,9.83,14.14
1925.03,10.39,1.01," 3,345.83 ",18.70, 325.24 ,9.52,13.69
1925.04,10.28,1.04," 3,344.95 ",19.31, 337.42 ,9.48,13.62
1925.05,10.61,1.06," 3,447.76 ",19.68, 345.43 ,9.73,13.96
1925.06,10.80,1.09," 3,484.79 ",19.95, 351.71 ,9.80,14.04
1925.07,11.10,1.12," 3,556.51 ",20.22, 357.89 ,9.96,14.26
1925.08,11.25,1.14," 3,620.15 ",20.69, 367.81 ,10.11,14.45
1925.09,11.51,1.17," 3,719.57 ",21.17, 378.10 ,10.36,14.78
1925.1,11.89,1.20," 3,858.31 ",21.66, 388.43 ,10.72,15.26
1925.11,12.26,1.22," 3,927.91 ",21.77, 391.83 ,10.89,15.46
1925.12,12.46,1.25," 4,030.39 ",22.37, 404.33 ,11.15,15.79
1926.01,12.65,1.25," 4,108.23 ",22.35, 405.63 ,11.34,16.02
1926.02,12.67,1.25," 4,131.37 ",22.33, 406.94 ,11.39,16.04
1926.03,11.81,1.25," 3,889.59 ",22.46, 411.03 ,10.71,15.05
1926.04,11.48,1.25," 3,776.98 ",22.32, 410.27 ,10.40,14.56
1926.05,11.56,1.25," 3,842.24 ",22.42, 414.14 ,10.58,14.77
1926.06,12.11,1.25," 4,065.75 ",22.53, 417.99 ,11.20,15.59
1926.07,12.62,1.24," 4,303.86 ",22.77, 424.25 ,11.87,16.47
1926.08,13.12,1.24," 4,518.96 ",22.88, 428.13 ,12.49,17.26
1926.09,13.32,1.24," 4,580.68 ",22.73, 427.12 ,12.69,17.47
1926.1,13.02,1.24," 4,471.31 ",22.61, 426.53 ,12.43,17.03
1926.11,13.19,1.24," 4,523.52 ",22.46, 425.60 ,12.62,17.22
1926.12,13.49,1.24," 4,646.12 ",22.44, 427.07 ,13.01,17.68
1927.01,13.40,1.23," 4,688.09 ",22.50, 429.98 ,13.19,17.84
1927.02,13.66,1.22," 4,827.14 ",22.42, 430.41 ,13.63,18.36
1927.03,13.87,1.21," 4,950.71 ",22.37, 431.18 ,14.03,18.81
1927.04,14.21,1.20," 5,093.39 ",22.16, 429.05 ,14.49,19.34
1927.05,14.70,1.19," 5,260.22 ",21.83, 424.40 ,15.00,19.94
1927.06,14.89,1.18," 5,289.19 ",21.39, 417.38 ,15.12,20.01
1927.07,15.22,1.16," 5,522.35 ",21.55, 422.34 ,15.82,20.85
1927.08,16.03,1.15," 5,872.66 ",21.47, 422.41 ,16.86,22.14
1927.09,16.94,1.14," 6,192.94 ",21.16, 417.86 ,17.82,23.29
1927.1,16.68,1.13," 6,085.76 ",20.84, 413.01 ,17.54,22.84
1927.11,17.06,1.12," 6,283.73 ",20.76, 412.90 ,18.13,23.52
1927.12,17.46,1.11," 6,454.69 ",20.55, 410.35 ,18.65,24.10
1928.01,17.53,1.13," 6,504.50 ",20.98, 420.40 ,18.81,24.22
1928.02,17.32,1.16," 6,526.25 ",21.64, 435.21 ,18.87,24.22
1928.03,18.25,1.18," 6,901.48 ",22.05, 445.10 ,19.94,25.51
1928.04,19.40,1.20," 7,361.48 ",22.48, 455.35 ,21.26,27.10
1928.05,20.00,1.22," 7,570.28 ",22.76, 462.54 ,21.83,27.73
1928.06,19.02,1.25," 7,267.14 ",23.32, 475.69 ,20.91,26.48
1928.07,19.16,1.27," 7,346.63 ",23.75, 486.20 ,21.08,26.61
1928.08,19.78,1.29," 7,610.67 ",24.17, 496.35 ,21.76,27.39
1928.09,21.17,1.31," 8,077.63 ",24.29, 500.61 ,23.00,28.87
1928.1,21.60,1.34," 8,316.38 ",24.86, 514.00 ,23.58,29.50
1928.11,23.06,1.36," 8,905.56 ",25.27, 524.06 ,25.12,31.34
1928.12,23.15,1.38," 9,020.12 ",25.85, 537.70 ,25.30,31.47
1929.01,24.86,1.40," 9,714.32 ",26.21, 546.67 ,27.08,33.59
1929.02,24.99,1.42," 9,793.45 ",26.56, 555.71 ,27.13,33.56
1929.03,25.43,1.44," 10,053.42 ",27.10, 568.49 ,27.68,34.13
1929.04,25.28,1.46," 10,082.75 ",27.62, 581.11 ,27.57,33.90
1929.05,25.66,1.48," 10,203.84 ",27.81, 586.94 ,27.70,33.97
1929.06,26.15,1.50," 10,367.86 ",28.01, 592.73 ,27.94,34.17
